bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276E01E8190>, <__main__.GaussianBandit object at 0x00000276E01E8C10>, <__main__.GaussianBandit object at 0x00000276E01EB410>]",gpt-4-turbo,intuitive,singletoken,56,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01EA210>, <__main__.GaussianBandit object at 0x00000276E01EB8D0>, <__main__.GaussianBandit object at 0x00000276E01E9F50>]",gpt-4-turbo,intuitive,singletoken,58,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01EB310>, <__main__.GaussianBandit object at 0x00000276E01E8450>, <__main__.GaussianBandit object at 0x00000276E01EA810>]",gpt-4-turbo,intuitive,singletoken,60,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E01E96D0>, <__main__.GaussianBandit object at 0x00000276E01E8990>, <__main__.GaussianBandit object at 0x00000276E01E92D0>]",gpt-4-turbo,greedy,singletoken,50,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AC9D0>, <__main__.GaussianBandit object at 0x00000276E08AD350>, <__main__.GaussianBandit object at 0x00000276E08AFB10>]",gpt-4-turbo,greedy,singletoken,52,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08ADAD0>, <__main__.GaussianBandit object at 0x00000276E08ACCD0>, <__main__.GaussianBandit object at 0x00000276E08AEA90>]",gpt-4-turbo,greedy,singletoken,54,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AC390>, <__main__.GaussianBandit object at 0x00000276E08AF790>, <__main__.GaussianBandit object at 0x00000276E08AF090>]",gpt-4-turbo,greedy,singletoken,56,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AC8D0>, <__main__.GaussianBandit object at 0x00000276E08AFE90>, <__main__.GaussianBandit object at 0x00000276E08ADB90>]",gpt-4-turbo,greedy,singletoken,58,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AFCD0>, <__main__.GaussianBandit object at 0x00000276E08AF9D0>, <__main__.GaussianBandit object at 0x00000276E08AFB90>]",gpt-4-turbo,greedy,singletoken,60,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AD710>, <__main__.GaussianBandit object at 0x00000276E08AC4D0>, <__main__.GaussianBandit object at 0x00000276E08AFE50>]",gpt-4-turbo,ucb,singletoken,50,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276E08AC590>, <__main__.GaussianBandit object at 0x00000276E08ADDD0>, <__main__.GaussianBandit object at 0x00000276E08AE9D0>]",gpt-4-turbo,ucb,singletoken,52,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCB66FD0>, <__main__.GaussianBandit object at 0x00000276DCB67890>, <__main__.GaussianBandit object at 0x00000276DCB67290>]",gpt-4-turbo,ucb,singletoken,54,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCED0650>, <__main__.GaussianBandit object at 0x00000276DCED0D90>, <__main__.GaussianBandit object at 0x00000276DCED0850>]",gpt-4-turbo,ucb,singletoken,56,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCED0C50>, <__main__.GaussianBandit object at 0x00000276DCED0A50>, <__main__.GaussianBandit object at 0x00000276DCED2790>]",gpt-4-turbo,ucb,singletoken,58,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DCED2750>, <__main__.GaussianBandit object at 0x00000276DCED2D10>, <__main__.GaussianBandit object at 0x00000276DCED3050>]",gpt-4-turbo,ucb,singletoken,60,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC515D10>, <__main__.GaussianBandit object at 0x00000276E0135790>, <__main__.GaussianBandit object at 0x00000276DC50B6D0>]",gpt-4,random,cot,59,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DD0C6450>, <__main__.GaussianBandit object at 0x00000276DDD32D10>, <__main__.GaussianBandit object at 0x00000276DDD33D50>]",gpt-4,random,cot,61,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC819CD0>, <__main__.GaussianBandit object at 0x00000276DC81AF90>, <__main__.GaussianBandit object at 0x00000276DC819DD0>]",gpt-4,random,cot,63,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8264D0>, <__main__.GaussianBandit object at 0x00000276DC8259D0>, <__main__.GaussianBandit object at 0x00000276DC825E10>]",gpt-4,random,cot,65,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC83C390>, <__main__.GaussianBandit object at 0x00000276DC83C0D0>, <__main__.GaussianBandit object at 0x00000276DC83E8D0>]",gpt-4,random,cot,67,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC839A50>, <__main__.GaussianBandit object at 0x00000276DC839AD0>, <__main__.GaussianBandit object at 0x00000276DC839BD0>]",gpt-4,random,cot,69,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC83AD90>, <__main__.GaussianBandit object at 0x00000276DC83AD10>, <__main__.GaussianBandit object at 0x00000276DC83AE90>]",gpt-4,intuitive,cot,59,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC847D90>, <__main__.GaussianBandit object at 0x00000276DC847C10>, <__main__.GaussianBandit object at 0x00000276DC847C90>]",gpt-4,intuitive,cot,61,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC849A50>, <__main__.GaussianBandit object at 0x00000276DC849A10>, <__main__.GaussianBandit object at 0x00000276DC849AD0>]",gpt-4,intuitive,cot,63,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC84A590>, <__main__.GaussianBandit object at 0x00000276DC8552D0>, <__main__.GaussianBandit object at 0x00000276DC8553D0>]",gpt-4,intuitive,cot,65,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8561D0>, <__main__.GaussianBandit object at 0x00000276DC859110>, <__main__.GaussianBandit object at 0x00000276DCF1E990>]",gpt-4,intuitive,cot,67,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85A410>, <__main__.GaussianBandit object at 0x00000276DC85C410>, <__main__.GaussianBandit object at 0x00000276DC85A9D0>]",gpt-4,intuitive,cot,69,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85EE50>, <__main__.GaussianBandit object at 0x00000276DC85EF10>, <__main__.GaussianBandit object at 0x00000276DC85EED0>]",gpt-4,greedy,cot,59,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85F650>, <__main__.GaussianBandit object at 0x00000276DC85F4D0>, <__main__.GaussianBandit object at 0x00000276DC85F550>]",gpt-4,greedy,cot,61,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85F8D0>, <__main__.GaussianBandit object at 0x00000276DC85F850>, <__main__.GaussianBandit object at 0x00000276DC85F9D0>]",gpt-4,greedy,cot,63,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85FBD0>, <__main__.GaussianBandit object at 0x00000276DC85FC90>, <__main__.GaussianBandit object at 0x00000276DC85FC10>]",gpt-4,greedy,cot,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC85FF50>, <__main__.GaussianBandit object at 0x00000276DC85FFD0>, <__main__.GaussianBandit object at 0x00000276DC85FF90>]",gpt-4,greedy,cot,67,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC864590>, <__main__.GaussianBandit object at 0x00000276DC8646D0>, <__main__.GaussianBandit object at 0x00000276DC864650>]",gpt-4,greedy,cot,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC864990>, <__main__.GaussianBandit object at 0x00000276DC864A10>, <__main__.GaussianBandit object at 0x00000276DC864950>]",gpt-4,ucb,cot,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC864D10>, <__main__.GaussianBandit object at 0x00000276DC864CD0>, <__main__.GaussianBandit object at 0x00000276DC864D90>]",gpt-4,ucb,cot,61,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC865110>, <__main__.GaussianBandit object at 0x00000276DC865090>, <__main__.GaussianBandit object at 0x00000276DC865050>]",gpt-4,ucb,cot,63,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC865350>, <__main__.GaussianBandit object at 0x00000276DC865410>, <__main__.GaussianBandit object at 0x00000276DC865390>]",gpt-4,ucb,cot,65,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC865810>, <__main__.GaussianBandit object at 0x00000276DC865750>, <__main__.GaussianBandit object at 0x00000276DC865790>]",gpt-4,ucb,cot,67,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC865B50>, <__main__.GaussianBandit object at 0x00000276DC865A90>, <__main__.GaussianBandit object at 0x00000276DC865AD0>]",gpt-4,ucb,cot,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC865D50>, <__main__.GaussianBandit object at 0x00000276DC865E10>, <__main__.GaussianBandit object at 0x00000276DC865D90>]",gpt-4,random,singletoken,59,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8660D0>, <__main__.GaussianBandit object at 0x00000276DC866150>, <__main__.GaussianBandit object at 0x00000276DC866090>]",gpt-4,random,singletoken,61,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC866490>, <__main__.GaussianBandit object at 0x00000276DC866410>, <__main__.GaussianBandit object at 0x00000276DC8663D0>]",gpt-4,random,singletoken,63,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC866750>, <__main__.GaussianBandit object at 0x00000276DC8667D0>, <__main__.GaussianBandit object at 0x00000276DC866710>]",gpt-4,random,singletoken,65,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC866B50>, <__main__.GaussianBandit object at 0x00000276DC866AD0>, <__main__.GaussianBandit object at 0x00000276DC866A90>]",gpt-4,random,singletoken,67,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC866DD0>, <__main__.GaussianBandit object at 0x00000276DC866E90>, <__main__.GaussianBandit object at 0x00000276DC866E10>]",gpt-4,random,singletoken,69,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC867210>, <__main__.GaussianBandit object at 0x00000276DC867150>, <__main__.GaussianBandit object at 0x00000276DC867190>]",gpt-4,intuitive,singletoken,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC867510>, <__main__.GaussianBandit object at 0x00000276DC8674D0>, <__main__.GaussianBandit object at 0x00000276DC867590>]",gpt-4,intuitive,singletoken,61,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8678D0>, <__main__.GaussianBandit object at 0x00000276DC867990>, <__main__.GaussianBandit object at 0x00000276DC867950>]",gpt-4,intuitive,singletoken,63,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC867E10>, <__main__.GaussianBandit object at 0x00000276DC867D50>, <__main__.GaussianBandit object at 0x00000276DC867DD0>]",gpt-4,intuitive,singletoken,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC878290>, <__main__.GaussianBandit object at 0x00000276DC8782D0>, <__main__.GaussianBandit object at 0x00000276DC878210>]",gpt-4,intuitive,singletoken,67,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8786D0>, <__main__.GaussianBandit object at 0x00000276DC878710>, <__main__.GaussianBandit object at 0x00000276DC878650>]",gpt-4,intuitive,singletoken,69,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC878B10>, <__main__.GaussianBandit object at 0x00000276DC878A90>, <__main__.GaussianBandit object at 0x00000276DC878B50>]",gpt-4,greedy,singletoken,59,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC878FD0>, <__main__.GaussianBandit object at 0x00000276DC879010>, <__main__.GaussianBandit object at 0x00000276DC878F50>]",gpt-4,greedy,singletoken,61,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC879510>, <__main__.GaussianBandit object at 0x00000276DC879490>, <__main__.GaussianBandit object at 0x00000276DC879550>]",gpt-4,greedy,singletoken,63,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8799D0>, <__main__.GaussianBandit object at 0x00000276DC879A50>, <__main__.GaussianBandit object at 0x00000276DC879A90>]",gpt-4,greedy,singletoken,65,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC879F50>, <__main__.GaussianBandit object at 0x00000276DC879F90>, <__main__.GaussianBandit object at 0x00000276DC879ED0>]",gpt-4,greedy,singletoken,67,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87A410>, <__main__.GaussianBandit object at 0x00000276DC87A4D0>, <__main__.GaussianBandit object at 0x00000276DC87A490>]",gpt-4,greedy,singletoken,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87A950>, <__main__.GaussianBandit object at 0x00000276DC87A9D0>, <__main__.GaussianBandit object at 0x00000276DC87AA10>]",gpt-4,ucb,singletoken,59,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87B1D0>, <__main__.GaussianBandit object at 0x00000276DC87B190>, <__main__.GaussianBandit object at 0x00000276DC87B090>]",gpt-4,ucb,singletoken,61,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87B4D0>, <__main__.GaussianBandit object at 0x00000276DC87B590>, <__main__.GaussianBandit object at 0x00000276DC87B550>]",gpt-4,ucb,singletoken,63,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87B950>, <__main__.GaussianBandit object at 0x00000276DC87B9D0>, <__main__.GaussianBandit object at 0x00000276DC87BA10>]",gpt-4,ucb,singletoken,65,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC87BF50>, <__main__.GaussianBandit object at 0x00000276DC87BF10>, <__main__.GaussianBandit object at 0x00000276DC87BE90>]",gpt-4,ucb,singletoken,67,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8844D0>, <__main__.GaussianBandit object at 0x00000276DC884490>, <__main__.GaussianBandit object at 0x00000276DC884410>]",gpt-4,ucb,singletoken,69,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC884910>, <__main__.GaussianBandit object at 0x00000276DC884990>, <__main__.GaussianBandit object at 0x00000276DC8849D0>]",gpt-4o,random,cot,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC885150>, <__main__.GaussianBandit object at 0x00000276DC885190>, <__main__.GaussianBandit object at 0x00000276DC884D10>]",gpt-4o,random,cot,61,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8855D0>, <__main__.GaussianBandit object at 0x00000276DC885610>, <__main__.GaussianBandit object at 0x00000276DC885550>]",gpt-4o,random,cot,63,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC885A50>, <__main__.GaussianBandit object at 0x00000276DC885A10>, <__main__.GaussianBandit object at 0x00000276DC885990>]",gpt-4o,random,cot,65,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC885F10>, <__main__.GaussianBandit object at 0x00000276DC885E90>, <__main__.GaussianBandit object at 0x00000276DC885F50>]",gpt-4o,random,cot,67,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8863D0>, <__main__.GaussianBandit object at 0x00000276DC886490>, <__main__.GaussianBandit object at 0x00000276DC886450>]",gpt-4o,random,cot,69,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8868D0>, <__main__.GaussianBandit object at 0x00000276DC886990>, <__main__.GaussianBandit object at 0x00000276DC886950>]",gpt-4o,intuitive,cot,59,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC886E90>, <__main__.GaussianBandit object at 0x00000276DC886E50>, <__main__.GaussianBandit object at 0x00000276DC886DD0>]",gpt-4o,intuitive,cot,61,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC887390>, <__main__.GaussianBandit object at 0x00000276DC8873D0>, <__main__.GaussianBandit object at 0x00000276DC887310>]",gpt-4o,intuitive,cot,63,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC887910>, <__main__.GaussianBandit object at 0x00000276DC8878D0>, <__main__.GaussianBandit object at 0x00000276DC887850>]",gpt-4o,intuitive,cot,65,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC887D50>, <__main__.GaussianBandit object at 0x00000276DC887E10>, <__main__.GaussianBandit object at 0x00000276DC887DD0>]",gpt-4o,intuitive,cot,67,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC888310>, <__main__.GaussianBandit object at 0x00000276DC888290>, <__main__.GaussianBandit object at 0x00000276DC888350>]",gpt-4o,intuitive,cot,69,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC888790>, <__main__.GaussianBandit object at 0x00000276DC888810>, <__main__.GaussianBandit object at 0x00000276DC888850>]",gpt-4o,greedy,cot,59,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC888D90>, <__main__.GaussianBandit object at 0x00000276DC888D50>, <__main__.GaussianBandit object at 0x00000276DC888CD0>]",gpt-4o,greedy,cot,61,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC889210>, <__main__.GaussianBandit object at 0x00000276DC889290>, <__main__.GaussianBandit object at 0x00000276DC8892D0>]",gpt-4o,greedy,cot,63,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC889750>, <__main__.GaussianBandit object at 0x00000276DC889810>, <__main__.GaussianBandit object at 0x00000276DC8897D0>]",gpt-4o,greedy,cot,65,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC889D10>, <__main__.GaussianBandit object at 0x00000276DC889C90>, <__main__.GaussianBandit object at 0x00000276DC889D50>]",gpt-4o,greedy,cot,67,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC88A250>, <__main__.GaussianBandit object at 0x00000276DC88A290>, <__main__.GaussianBandit object at 0x00000276DC88A1D0>]",gpt-4o,greedy,cot,69,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC88A710>, <__main__.GaussianBandit object at 0x00000276DC88A7D0>, <__main__.GaussianBandit object at 0x00000276DC88A790>]",gpt-4o,ucb,cot,59,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC885D10>, <__main__.GaussianBandit object at 0x00000276DC885D90>, <__main__.GaussianBandit object at 0x00000276DC885D50>]",gpt-4o,ucb,cot,61,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC88B1D0>, <__main__.GaussianBandit object at 0x00000276DC88B110>, <__main__.GaussianBandit object at 0x00000276DC88B190>]",gpt-4o,ucb,cot,63,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC88B650>, <__main__.GaussianBandit object at 0x00000276DC88B6D0>, <__main__.GaussianBandit object at 0x00000276DC88B710>]",gpt-4o,ucb,cot,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC88BBD0>, <__main__.GaussianBandit object at 0x00000276DC88BB50>, <__main__.GaussianBandit object at 0x00000276DC88BC10>]",gpt-4o,ucb,cot,67,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC898110>, <__main__.GaussianBandit object at 0x00000276DC898090>, <__main__.GaussianBandit object at 0x00000276DC898150>]",gpt-4o,ucb,cot,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC898650>, <__main__.GaussianBandit object at 0x00000276DC898690>, <__main__.GaussianBandit object at 0x00000276DC8985D0>]",gpt-4o,random,singletoken,59,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC898B10>, <__main__.GaussianBandit object at 0x00000276DC898BD0>, <__main__.GaussianBandit object at 0x00000276DC898B90>]",gpt-4o,random,singletoken,61,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8990D0>, <__main__.GaussianBandit object at 0x00000276DC899110>, <__main__.GaussianBandit object at 0x00000276DC899050>]",gpt-4o,random,singletoken,63,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC899550>, <__main__.GaussianBandit object at 0x00000276DC8995D0>, <__main__.GaussianBandit object at 0x00000276DC899610>]",gpt-4o,random,singletoken,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC899B10>, <__main__.GaussianBandit object at 0x00000276DC899AD0>, <__main__.GaussianBandit object at 0x00000276DC899A50>]",gpt-4o,random,singletoken,67,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89A010>, <__main__.GaussianBandit object at 0x00000276DC899F50>, <__main__.GaussianBandit object at 0x00000276DC899FD0>]",gpt-4o,random,singletoken,69,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89A4D0>, <__main__.GaussianBandit object at 0x00000276DC89A510>, <__main__.GaussianBandit object at 0x00000276DC89A450>]",gpt-4o,intuitive,singletoken,59,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89AA10>, <__main__.GaussianBandit object at 0x00000276DC89A990>, <__main__.GaussianBandit object at 0x00000276DC89AA50>]",gpt-4o,intuitive,singletoken,61,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89AF90>, <__main__.GaussianBandit object at 0x00000276DC89AF50>, <__main__.GaussianBandit object at 0x00000276DC89AED0>]",gpt-4o,intuitive,singletoken,63,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89B450>, <__main__.GaussianBandit object at 0x00000276DC89B490>, <__main__.GaussianBandit object at 0x00000276DC89B3D0>]",gpt-4o,intuitive,singletoken,65,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89B9D0>, <__main__.GaussianBandit object at 0x00000276DC89B990>, <__main__.GaussianBandit object at 0x00000276DC89B910>]",gpt-4o,intuitive,singletoken,67,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC89BD90>, <__main__.GaussianBandit object at 0x00000276DC89BE90>, <__main__.GaussianBandit object at 0x00000276DC89BE50>]",gpt-4o,intuitive,singletoken,69,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A0350>, <__main__.GaussianBandit object at 0x00000276DC8A0410>, <__main__.GaussianBandit object at 0x00000276DC8A03D0>]",gpt-4o,greedy,singletoken,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A08D0>, <__main__.GaussianBandit object at 0x00000276DC8A0850>, <__main__.GaussianBandit object at 0x00000276DC8A0910>]",gpt-4o,greedy,singletoken,61,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A0E50>, <__main__.GaussianBandit object at 0x00000276DC8A0E10>, <__main__.GaussianBandit object at 0x00000276DC8A0D90>]",gpt-4o,greedy,singletoken,63,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A1350>, <__main__.GaussianBandit object at 0x00000276DC8A1290>, <__main__.GaussianBandit object at 0x00000276DC8A1310>]",gpt-4o,greedy,singletoken,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A17D0>, <__main__.GaussianBandit object at 0x00000276DC8A1850>, <__main__.GaussianBandit object at 0x00000276DC8A1890>]",gpt-4o,greedy,singletoken,67,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A1D90>, <__main__.GaussianBandit object at 0x00000276DC8A1D10>, <__main__.GaussianBandit object at 0x00000276DC8A1DD0>]",gpt-4o,greedy,singletoken,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A2310>, <__main__.GaussianBandit object at 0x00000276DC8A22D0>, <__main__.GaussianBandit object at 0x00000276DC8A2250>]",gpt-4o,ucb,singletoken,59,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A27D0>, <__main__.GaussianBandit object at 0x00000276DC8A2810>, <__main__.GaussianBandit object at 0x00000276DC8A2750>]",gpt-4o,ucb,singletoken,61,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A2C90>, <__main__.GaussianBandit object at 0x00000276DC8A2D50>, <__main__.GaussianBandit object at 0x00000276DC8A2D10>]",gpt-4o,ucb,singletoken,63,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A3290>, <__main__.GaussianBandit object at 0x00000276DC8A31D0>, <__main__.GaussianBandit object at 0x00000276DC8A3250>]",gpt-4o,ucb,singletoken,65,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A3790>, <__main__.GaussianBandit object at 0x00000276DC8A3750>, <__main__.GaussianBandit object at 0x00000276DC8A36D0>]",gpt-4o,ucb,singletoken,67,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A3C90>, <__main__.GaussianBandit object at 0x00000276DC8A3CD0>, <__main__.GaussianBandit object at 0x00000276DC8A3C10>]",gpt-4o,ucb,singletoken,69,1.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A81D0>, <__main__.GaussianBandit object at 0x00000276DC8A8210>, <__main__.GaussianBandit object at 0x00000276DC8A8150>]",gpt-3.5-turbo,random,cot,59,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A8690>, <__main__.GaussianBandit object at 0x00000276DC8A8750>, <__main__.GaussianBandit object at 0x00000276DC8A8710>]",gpt-3.5-turbo,random,cot,61,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A8BD0>, <__main__.GaussianBandit object at 0x00000276DC8A8C90>, <__main__.GaussianBandit object at 0x00000276DC8A8C50>]",gpt-3.5-turbo,random,cot,63,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A9090>, <__main__.GaussianBandit object at 0x00000276DC8A9110>, <__main__.GaussianBandit object at 0x00000276DC8A9150>]",gpt-3.5-turbo,random,cot,65,0.3333333333333333,game data removed to save disk size,
